"epochNums","epochDates","epochDays"
3542,"Mon May 10 00:15:00 2004",12548.3020833333
3543,"Mon May 10 00:20:00 2004",12548.3055555556
3544,"Mon May 10 00:25:00 2004",12548.3090277778
3545,"Mon May 10 00:30:00 2004",12548.3125
3546,"Mon May 10 00:35:00 2004",12548.3159722222
3547,"Mon May 10 00:40:00 2004",12548.3194444444
3548,"Mon May 10 00:45:00 2004",12548.3229166667
3549,"Mon May 10 00:50:00 2004",12548.3263888889
3550,"Mon May 10 00:55:00 2004",12548.3298611111
3551,"Mon May 10 01:00:00 2004",12548.3333333333
3552,"Mon May 10 01:05:00 2004",12548.3368055556
3553,"Mon May 10 01:10:00 2004",12548.3402777778
3554,"Mon May 10 01:15:00 2004",12548.34375
3555,"Mon May 10 01:20:00 2004",12548.3472222222
3556,"Mon May 10 01:25:00 2004",12548.3506944444
3557,"Mon May 10 01:30:00 2004",12548.3541666667
3558,"Mon May 10 01:35:00 2004",12548.3576388889
3559,"Mon May 10 01:40:00 2004",12548.3611111111
3560,"Mon May 10 01:45:00 2004",12548.3645833333
3561,"Mon May 10 01:50:00 2004",12548.3680555556
3562,"Mon May 10 01:55:00 2004",12548.3715277778
3563,"Mon May 10 02:00:00 2004",12548.375
3564,"Mon May 10 02:05:00 2004",12548.3784722222
3565,"Mon May 10 02:10:00 2004",12548.3819444444
3566,"Mon May 10 02:15:00 2004",12548.3854166667
3567,"Mon May 10 02:20:00 2004",12548.3888888889
3568,"Mon May 10 02:25:00 2004",12548.3923611111
3569,"Mon May 10 02:30:00 2004",12548.3958333333
3570,"Mon May 10 02:35:00 2004",12548.3993055556
3571,"Mon May 10 02:40:00 2004",12548.4027777778
3572,"Mon May 10 02:45:00 2004",12548.40625
3573,"Mon May 10 02:50:00 2004",12548.4097222222
3574,"Mon May 10 02:55:00 2004",12548.4131944444
3575,"Mon May 10 03:00:00 2004",12548.4166666667
3576,"Mon May 10 03:05:00 2004",12548.4201388889
3577,"Mon May 10 03:10:00 2004",12548.4236111111
3578,"Mon May 10 03:15:00 2004",12548.4270833333
3579,"Mon May 10 03:20:00 2004",12548.4305555556
3580,"Mon May 10 03:25:00 2004",12548.4340277778
3581,"Mon May 10 03:30:00 2004",12548.4375
3582,"Mon May 10 03:35:00 2004",12548.4409722222
3583,"Mon May 10 03:40:00 2004",12548.4444444444
3584,"Mon May 10 03:45:00 2004",12548.4479166667
3585,"Mon May 10 03:50:00 2004",12548.4513888889
3586,"Mon May 10 03:55:00 2004",12548.4548611111
3587,"Mon May 10 04:00:00 2004",12548.4583333333
3588,"Mon May 10 04:05:00 2004",12548.4618055556
3589,"Mon May 10 04:10:00 2004",12548.4652777778
3590,"Mon May 10 04:15:00 2004",12548.46875
3591,"Mon May 10 04:20:00 2004",12548.4722222222
3592,"Mon May 10 04:25:00 2004",12548.4756944444
3593,"Mon May 10 04:30:00 2004",12548.4791666667
3594,"Mon May 10 04:35:00 2004",12548.4826388889
3595,"Mon May 10 04:40:00 2004",12548.4861111111
3596,"Mon May 10 04:45:00 2004",12548.4895833333
3597,"Mon May 10 04:50:00 2004",12548.4930555556
3598,"Mon May 10 04:55:00 2004",12548.4965277778
3599,"Mon May 10 05:00:00 2004",12548.5
3600,"Mon May 10 05:05:00 2004",12548.5034722222
3601,"Mon May 10 05:10:00 2004",12548.5069444444
3602,"Mon May 10 05:15:00 2004",12548.5104166667
3603,"Mon May 10 05:20:00 2004",12548.5138888889
3604,"Mon May 10 05:25:00 2004",12548.5173611111
3605,"Mon May 10 05:30:00 2004",12548.5208333333
3606,"Mon May 10 05:35:00 2004",12548.5243055556
3607,"Mon May 10 05:40:00 2004",12548.5277777778
3608,"Mon May 10 05:45:00 2004",12548.53125
3609,"Mon May 10 05:50:00 2004",12548.5347222222
3610,"Mon May 10 05:55:00 2004",12548.5381944444
3611,"Mon May 10 06:00:00 2004",12548.5416666667
3612,"Mon May 10 06:05:00 2004",12548.5451388889
3613,"Mon May 10 06:10:00 2004",12548.5486111111
3614,"Mon May 10 06:15:00 2004",12548.5520833333
3615,"Mon May 10 06:20:00 2004",12548.5555555556
3616,"Mon May 10 06:25:00 2004",12548.5590277778
3617,"Mon May 10 06:30:00 2004",12548.5625
3618,"Mon May 10 06:35:00 2004",12548.5659722222
3619,"Mon May 10 06:40:00 2004",12548.5694444444
3620,"Mon May 10 06:45:00 2004",12548.5729166667
3621,"Mon May 10 06:50:00 2004",12548.5763888889
3622,"Mon May 10 06:55:00 2004",12548.5798611111
3623,"Mon May 10 07:00:00 2004",12548.5833333333
3624,"Mon May 10 07:05:00 2004",12548.5868055556
3625,"Mon May 10 07:10:00 2004",12548.5902777778
3626,"Mon May 10 07:15:00 2004",12548.59375
3627,"Mon May 10 07:20:00 2004",12548.5972222222
3628,"Mon May 10 07:25:00 2004",12548.6006944444
3629,"Mon May 10 07:30:00 2004",12548.6041666667
3630,"Mon May 10 07:35:00 2004",12548.6076388889
3631,"Mon May 10 07:40:00 2004",12548.6111111111
3632,"Mon May 10 07:45:00 2004",12548.6145833333
3633,"Mon May 10 07:50:00 2004",12548.6180555556
3634,"Mon May 10 07:55:00 2004",12548.6215277778
3635,"Mon May 10 08:00:00 2004",12548.625
3636,"Mon May 10 08:05:00 2004",12548.6284722222
3637,"Mon May 10 08:10:00 2004",12548.6319444444
3638,"Mon May 10 08:15:00 2004",12548.6354166667
3639,"Mon May 10 08:20:00 2004",12548.6388888889
3640,"Mon May 10 08:25:00 2004",12548.6423611111
3641,"Mon May 10 08:30:00 2004",12548.6458333333
3642,"Mon May 10 08:35:00 2004",12548.6493055556
3643,"Mon May 10 08:40:00 2004",12548.6527777778
3644,"Mon May 10 08:45:00 2004",12548.65625
3645,"Mon May 10 08:50:00 2004",12548.6597222222
3646,"Mon May 10 08:55:00 2004",12548.6631944444
3647,"Mon May 10 09:00:00 2004",12548.6666666667
3648,"Mon May 10 09:05:00 2004",12548.6701388889
3649,"Mon May 10 09:10:00 2004",12548.6736111111
3650,"Mon May 10 09:15:00 2004",12548.6770833333
3651,"Mon May 10 09:20:00 2004",12548.6805555556
3652,"Mon May 10 09:25:00 2004",12548.6840277778
3653,"Mon May 10 09:30:00 2004",12548.6875
3654,"Mon May 10 09:35:00 2004",12548.6909722222
3655,"Mon May 10 09:40:00 2004",12548.6944444444
3656,"Mon May 10 09:45:00 2004",12548.6979166667
3657,"Mon May 10 09:50:00 2004",12548.7013888889
3658,"Mon May 10 09:55:00 2004",12548.7048611111
3659,"Mon May 10 10:00:00 2004",12548.7083333333
3660,"Mon May 10 10:05:00 2004",12548.7118055556
3661,"Mon May 10 10:10:00 2004",12548.7152777778
3662,"Mon May 10 10:15:00 2004",12548.71875
3663,"Mon May 10 10:20:00 2004",12548.7222222222
3664,"Mon May 10 10:25:00 2004",12548.7256944444
3665,"Mon May 10 10:30:00 2004",12548.7291666667
3666,"Mon May 10 10:35:00 2004",12548.7326388889
3667,"Mon May 10 10:40:00 2004",12548.7361111111
3668,"Mon May 10 10:45:00 2004",12548.7395833333
3669,"Mon May 10 10:50:00 2004",12548.7430555556
3670,"Mon May 10 10:55:00 2004",12548.7465277778
3671,"Mon May 10 11:00:00 2004",12548.75
3672,"Mon May 10 11:05:00 2004",12548.7534722222
3673,"Mon May 10 11:10:00 2004",12548.7569444444
3674,"Mon May 10 11:15:00 2004",12548.7604166667
3675,"Mon May 10 11:20:00 2004",12548.7638888889
3676,"Mon May 10 11:25:00 2004",12548.7673611111
3677,"Mon May 10 11:30:00 2004",12548.7708333333
3678,"Mon May 10 11:35:00 2004",12548.7743055556
3679,"Mon May 10 11:40:00 2004",12548.7777777778
3680,"Mon May 10 11:45:00 2004",12548.78125
3681,"Mon May 10 11:50:00 2004",12548.7847222222
3682,"Mon May 10 11:55:00 2004",12548.7881944444
3683,"Mon May 10 12:00:00 2004",12548.7916666667
3684,"Mon May 10 12:05:00 2004",12548.7951388889
3685,"Mon May 10 12:10:00 2004",12548.7986111111
3686,"Mon May 10 12:15:00 2004",12548.8020833333
3687,"Mon May 10 12:20:00 2004",12548.8055555556
3688,"Mon May 10 12:25:00 2004",12548.8090277778
3689,"Mon May 10 12:30:00 2004",12548.8125
3690,"Mon May 10 12:35:00 2004",12548.8159722222
3691,"Mon May 10 12:40:00 2004",12548.8194444444
3692,"Mon May 10 12:45:00 2004",12548.8229166667
3693,"Mon May 10 12:50:00 2004",12548.8263888889
3694,"Mon May 10 12:55:00 2004",12548.8298611111
3695,"Mon May 10 13:00:00 2004",12548.8333333333
3696,"Mon May 10 13:05:00 2004",12548.8368055556
3697,"Mon May 10 13:10:00 2004",12548.8402777778
3698,"Mon May 10 13:15:00 2004",12548.84375
3699,"Mon May 10 13:20:00 2004",12548.8472222222
3700,"Mon May 10 13:25:00 2004",12548.8506944444
3701,"Mon May 10 13:30:00 2004",12548.8541666667
3702,"Mon May 10 13:35:00 2004",12548.8576388889
3703,"Mon May 10 13:40:00 2004",12548.8611111111
3704,"Mon May 10 13:45:00 2004",12548.8645833333
3705,"Mon May 10 13:50:00 2004",12548.8680555556
3706,"Mon May 10 13:55:00 2004",12548.8715277778
3707,"Mon May 10 14:00:00 2004",12548.875
3708,"Mon May 10 14:05:00 2004",12548.8784722222
3709,"Mon May 10 14:10:00 2004",12548.8819444444
3710,"Mon May 10 14:15:00 2004",12548.8854166667
3711,"Mon May 10 14:20:00 2004",12548.8888888889
3712,"Mon May 10 14:25:00 2004",12548.8923611111
3713,"Mon May 10 14:30:00 2004",12548.8958333333
3714,"Mon May 10 14:35:00 2004",12548.8993055556
3715,"Mon May 10 14:40:00 2004",12548.9027777778
3716,"Mon May 10 14:45:00 2004",12548.90625
3717,"Mon May 10 14:50:00 2004",12548.9097222222
3718,"Mon May 10 14:55:00 2004",12548.9131944444
3719,"Mon May 10 15:00:00 2004",12548.9166666667
3720,"Mon May 10 15:05:00 2004",12548.9201388889
3721,"Mon May 10 15:10:00 2004",12548.9236111111
3722,"Mon May 10 15:15:00 2004",12548.9270833333
3723,"Mon May 10 15:20:00 2004",12548.9305555556
3724,"Mon May 10 15:25:00 2004",12548.9340277778
3725,"Mon May 10 15:30:00 2004",12548.9375
3726,"Mon May 10 15:35:00 2004",12548.9409722222
3727,"Mon May 10 15:40:00 2004",12548.9444444444
3728,"Mon May 10 15:45:00 2004",12548.9479166667
3729,"Mon May 10 15:50:00 2004",12548.9513888889
3730,"Mon May 10 15:55:00 2004",12548.9548611111
3731,"Mon May 10 16:00:00 2004",12548.9583333333
3732,"Mon May 10 16:05:00 2004",12548.9618055556
3733,"Mon May 10 16:10:00 2004",12548.9652777778
3734,"Mon May 10 16:15:00 2004",12548.96875
3735,"Mon May 10 16:20:00 2004",12548.9722222222
3736,"Mon May 10 16:25:00 2004",12548.9756944444
3737,"Mon May 10 16:30:00 2004",12548.9791666667
3738,"Mon May 10 16:35:00 2004",12548.9826388889
3739,"Mon May 10 16:40:00 2004",12548.9861111111
3740,"Mon May 10 16:45:00 2004",12548.9895833333
3741,"Mon May 10 16:50:00 2004",12548.9930555556
3742,"Mon May 10 16:55:00 2004",12548.9965277778
3743,"Mon May 10 17:00:00 2004",12549
3744,"Mon May 10 17:05:00 2004",12549.0034722222
3745,"Mon May 10 17:10:00 2004",12549.0069444444
3746,"Mon May 10 17:15:00 2004",12549.0104166667
3747,"Mon May 10 17:20:00 2004",12549.0138888889
3748,"Mon May 10 17:25:00 2004",12549.0173611111
3749,"Mon May 10 17:30:00 2004",12549.0208333333
3750,"Mon May 10 17:35:00 2004",12549.0243055556
3751,"Mon May 10 17:40:00 2004",12549.0277777778
3752,"Mon May 10 17:45:00 2004",12549.03125
3753,"Mon May 10 17:50:00 2004",12549.0347222222
3754,"Mon May 10 17:55:00 2004",12549.0381944444
3755,"Mon May 10 18:00:00 2004",12549.0416666667
3756,"Mon May 10 18:05:00 2004",12549.0451388889
3757,"Mon May 10 18:10:00 2004",12549.0486111111
3758,"Mon May 10 18:15:00 2004",12549.0520833333
3759,"Mon May 10 18:20:00 2004",12549.0555555556
3760,"Mon May 10 18:25:00 2004",12549.0590277778
3761,"Mon May 10 18:30:00 2004",12549.0625
3762,"Mon May 10 18:35:00 2004",12549.0659722222
3763,"Mon May 10 18:40:00 2004",12549.0694444444
3764,"Mon May 10 18:45:00 2004",12549.0729166667
3765,"Mon May 10 18:50:00 2004",12549.0763888889
3766,"Mon May 10 18:55:00 2004",12549.0798611111
3767,"Mon May 10 19:00:00 2004",12549.0833333333
3768,"Mon May 10 19:05:00 2004",12549.0868055556
3769,"Mon May 10 19:10:00 2004",12549.0902777778
3770,"Mon May 10 19:15:00 2004",12549.09375
3771,"Mon May 10 19:20:00 2004",12549.0972222222
3772,"Mon May 10 19:25:00 2004",12549.1006944444
3773,"Mon May 10 19:30:00 2004",12549.1041666667
3774,"Mon May 10 19:35:00 2004",12549.1076388889
3775,"Mon May 10 19:40:00 2004",12549.1111111111
3776,"Mon May 10 19:45:00 2004",12549.1145833333
3777,"Mon May 10 19:50:00 2004",12549.1180555556
3778,"Mon May 10 19:55:00 2004",12549.1215277778
3779,"Mon May 10 20:00:00 2004",12549.125
3780,"Mon May 10 20:05:00 2004",12549.1284722222
3781,"Mon May 10 20:10:00 2004",12549.1319444444
3782,"Mon May 10 20:15:00 2004",12549.1354166667
3783,"Mon May 10 20:20:00 2004",12549.1388888889
3784,"Mon May 10 20:25:00 2004",12549.1423611111
3785,"Mon May 10 20:30:00 2004",12549.1458333333
3786,"Mon May 10 20:35:00 2004",12549.1493055556
3787,"Mon May 10 20:40:00 2004",12549.1527777778
3788,"Mon May 10 20:45:00 2004",12549.15625
3789,"Mon May 10 20:50:00 2004",12549.1597222222
3790,"Mon May 10 20:55:00 2004",12549.1631944444
3791,"Mon May 10 21:00:00 2004",12549.1666666667
3792,"Mon May 10 21:05:00 2004",12549.1701388889
3793,"Mon May 10 21:10:00 2004",12549.1736111111
3794,"Mon May 10 21:15:00 2004",12549.1770833333
3795,"Mon May 10 21:20:00 2004",12549.1805555556
3796,"Mon May 10 21:25:00 2004",12549.1840277778
3797,"Mon May 10 21:30:00 2004",12549.1875
3798,"Mon May 10 21:35:00 2004",12549.1909722222
3799,"Mon May 10 21:40:00 2004",12549.1944444444
3800,"Mon May 10 21:45:00 2004",12549.1979166667
3801,"Mon May 10 21:50:00 2004",12549.2013888889
3802,"Mon May 10 21:55:00 2004",12549.2048611111
3803,"Mon May 10 22:00:00 2004",12549.2083333333
3804,"Mon May 10 22:05:00 2004",12549.2118055556
3805,"Mon May 10 22:10:00 2004",12549.2152777778
3806,"Mon May 10 22:15:00 2004",12549.21875
3807,"Mon May 10 22:20:00 2004",12549.2222222222
3808,"Mon May 10 22:25:00 2004",12549.2256944444
3809,"Mon May 10 22:30:00 2004",12549.2291666667
3810,"Mon May 10 22:35:00 2004",12549.2326388889
3811,"Mon May 10 22:40:00 2004",12549.2361111111
3812,"Mon May 10 22:45:00 2004",12549.2395833333
3813,"Mon May 10 22:50:00 2004",12549.2430555556
3814,"Mon May 10 22:55:00 2004",12549.2465277778
3815,"Mon May 10 23:00:00 2004",12549.25
3816,"Mon May 10 23:05:00 2004",12549.2534722222
3817,"Mon May 10 23:10:00 2004",12549.2569444444
3818,"Mon May 10 23:15:00 2004",12549.2604166667
3819,"Mon May 10 23:20:00 2004",12549.2638888889
3820,"Mon May 10 23:25:00 2004",12549.2673611111
3821,"Mon May 10 23:30:00 2004",12549.2708333333
3822,"Mon May 10 23:35:00 2004",12549.2743055556
3823,"Mon May 10 23:40:00 2004",12549.2777777778
3824,"Mon May 10 23:45:00 2004",12549.28125
3825,"Mon May 10 23:50:00 2004",12549.2847222222
3826,"Mon May 10 23:55:00 2004",12549.2881944444
3827,"Tue May 11 00:00:00 2004",12549.2916666667
3828,"Tue May 11 00:05:00 2004",12549.2951388889
3829,"Tue May 11 00:10:00 2004",12549.2986111111
3830,"Tue May 11 00:15:00 2004",12549.3020833333
3831,"Tue May 11 00:20:00 2004",12549.3055555556
3832,"Tue May 11 00:25:00 2004",12549.3090277778
3833,"Tue May 11 00:30:00 2004",12549.3125
3834,"Tue May 11 00:35:00 2004",12549.3159722222
3835,"Tue May 11 00:40:00 2004",12549.3194444444
3836,"Tue May 11 00:45:00 2004",12549.3229166667
3837,"Tue May 11 00:50:00 2004",12549.3263888889
3838,"Tue May 11 00:55:00 2004",12549.3298611111
3839,"Tue May 11 01:00:00 2004",12549.3333333333
3840,"Tue May 11 01:05:00 2004",12549.3368055556
3841,"Tue May 11 01:10:00 2004",12549.3402777778
3842,"Tue May 11 01:15:00 2004",12549.34375
3843,"Tue May 11 01:20:00 2004",12549.3472222222
3844,"Tue May 11 01:25:00 2004",12549.3506944444
3845,"Tue May 11 01:30:00 2004",12549.3541666667
3846,"Tue May 11 01:35:00 2004",12549.3576388889
3847,"Tue May 11 01:40:00 2004",12549.3611111111
3848,"Tue May 11 01:45:00 2004",12549.3645833333
3849,"Tue May 11 01:50:00 2004",12549.3680555556
3850,"Tue May 11 01:55:00 2004",12549.3715277778
3851,"Tue May 11 02:00:00 2004",12549.375
3852,"Tue May 11 02:05:00 2004",12549.3784722222
3853,"Tue May 11 02:10:00 2004",12549.3819444444
3854,"Tue May 11 02:15:00 2004",12549.3854166667
3855,"Tue May 11 02:20:00 2004",12549.3888888889
3856,"Tue May 11 02:25:00 2004",12549.3923611111
3857,"Tue May 11 02:30:00 2004",12549.3958333333
3858,"Tue May 11 02:35:00 2004",12549.3993055556
3859,"Tue May 11 02:40:00 2004",12549.4027777778
3860,"Tue May 11 02:45:00 2004",12549.40625
3861,"Tue May 11 02:50:00 2004",12549.4097222222
3862,"Tue May 11 02:55:00 2004",12549.4131944444
3863,"Tue May 11 03:00:00 2004",12549.4166666667
3864,"Tue May 11 03:05:00 2004",12549.4201388889
3865,"Tue May 11 03:10:00 2004",12549.4236111111
3866,"Tue May 11 03:15:00 2004",12549.4270833333
3867,"Tue May 11 03:20:00 2004",12549.4305555556
3868,"Tue May 11 03:25:00 2004",12549.4340277778
3869,"Tue May 11 03:30:00 2004",12549.4375
3870,"Tue May 11 03:35:00 2004",12549.4409722222
3871,"Tue May 11 03:40:00 2004",12549.4444444444
3872,"Tue May 11 03:45:00 2004",12549.4479166667
3873,"Tue May 11 03:50:00 2004",12549.4513888889
3874,"Tue May 11 03:55:00 2004",12549.4548611111
3875,"Tue May 11 04:00:00 2004",12549.4583333333
3876,"Tue May 11 04:05:00 2004",12549.4618055556
3877,"Tue May 11 04:10:00 2004",12549.4652777778
3878,"Tue May 11 04:15:00 2004",12549.46875
3879,"Tue May 11 04:20:00 2004",12549.4722222222
3880,"Tue May 11 04:25:00 2004",12549.4756944444
3881,"Tue May 11 04:30:00 2004",12549.4791666667
3882,"Tue May 11 04:35:00 2004",12549.4826388889
3883,"Tue May 11 04:40:00 2004",12549.4861111111
3884,"Tue May 11 04:45:00 2004",12549.4895833333
3885,"Tue May 11 04:50:00 2004",12549.4930555556
3886,"Tue May 11 04:55:00 2004",12549.4965277778
3887,"Tue May 11 05:00:00 2004",12549.5
3888,"Tue May 11 05:05:00 2004",12549.5034722222
3889,"Tue May 11 05:10:00 2004",12549.5069444444
3890,"Tue May 11 05:15:00 2004",12549.5104166667
3891,"Tue May 11 05:20:00 2004",12549.5138888889
3892,"Tue May 11 05:25:00 2004",12549.5173611111
3893,"Tue May 11 05:30:00 2004",12549.5208333333
3894,"Tue May 11 05:35:00 2004",12549.5243055556
3895,"Tue May 11 05:40:00 2004",12549.5277777778
3896,"Tue May 11 05:45:00 2004",12549.53125
3897,"Tue May 11 05:50:00 2004",12549.5347222222
3898,"Tue May 11 05:55:00 2004",12549.5381944444
3899,"Tue May 11 06:00:00 2004",12549.5416666667
3900,"Tue May 11 06:05:00 2004",12549.5451388889
3901,"Tue May 11 06:10:00 2004",12549.5486111111
3902,"Tue May 11 06:15:00 2004",12549.5520833333
3903,"Tue May 11 06:20:00 2004",12549.5555555556
3904,"Tue May 11 06:25:00 2004",12549.5590277778
3905,"Tue May 11 06:30:00 2004",12549.5625
3906,"Tue May 11 06:35:00 2004",12549.5659722222
3907,"Tue May 11 06:40:00 2004",12549.5694444444
3908,"Tue May 11 06:45:00 2004",12549.5729166667
3909,"Tue May 11 06:50:00 2004",12549.5763888889
3910,"Tue May 11 06:55:00 2004",12549.5798611111
3911,"Tue May 11 07:00:00 2004",12549.5833333333
3912,"Tue May 11 07:05:00 2004",12549.5868055556
3913,"Tue May 11 07:10:00 2004",12549.5902777778
3914,"Tue May 11 07:15:00 2004",12549.59375
3915,"Tue May 11 07:20:00 2004",12549.5972222222
3916,"Tue May 11 07:25:00 2004",12549.6006944444
3917,"Tue May 11 07:30:00 2004",12549.6041666667
3918,"Tue May 11 07:35:00 2004",12549.6076388889
3919,"Tue May 11 07:40:00 2004",12549.6111111111
3920,"Tue May 11 07:45:00 2004",12549.6145833333
3921,"Tue May 11 07:50:00 2004",12549.6180555556
3922,"Tue May 11 07:55:00 2004",12549.6215277778
3923,"Tue May 11 08:00:00 2004",12549.625
3924,"Tue May 11 08:05:00 2004",12549.6284722222
3925,"Tue May 11 08:10:00 2004",12549.6319444444
3926,"Tue May 11 08:15:00 2004",12549.6354166667
3927,"Tue May 11 08:20:00 2004",12549.6388888889
3928,"Tue May 11 08:25:00 2004",12549.6423611111
3929,"Tue May 11 08:30:00 2004",12549.6458333333
3930,"Tue May 11 08:35:00 2004",12549.6493055556
3931,"Tue May 11 08:40:00 2004",12549.6527777778
3932,"Tue May 11 08:45:00 2004",12549.65625
3933,"Tue May 11 08:50:00 2004",12549.6597222222
3934,"Tue May 11 08:55:00 2004",12549.6631944444
3935,"Tue May 11 09:00:00 2004",12549.6666666667
3936,"Tue May 11 09:05:00 2004",12549.6701388889
3937,"Tue May 11 09:10:00 2004",12549.6736111111
3938,"Tue May 11 09:15:00 2004",12549.6770833333
3939,"Tue May 11 09:20:00 2004",12549.6805555556
3940,"Tue May 11 09:25:00 2004",12549.6840277778
3941,"Tue May 11 09:30:00 2004",12549.6875
3942,"Tue May 11 09:35:00 2004",12549.6909722222
3943,"Tue May 11 09:40:00 2004",12549.6944444444
3944,"Tue May 11 09:45:00 2004",12549.6979166667
3945,"Tue May 11 09:50:00 2004",12549.7013888889
3946,"Tue May 11 09:55:00 2004",12549.7048611111
3947,"Tue May 11 10:00:00 2004",12549.7083333333
3948,"Tue May 11 10:05:00 2004",12549.7118055556
3949,"Tue May 11 10:10:00 2004",12549.7152777778
3950,"Tue May 11 10:15:00 2004",12549.71875
3951,"Tue May 11 10:20:00 2004",12549.7222222222
3952,"Tue May 11 10:25:00 2004",12549.7256944444
3953,"Tue May 11 10:30:00 2004",12549.7291666667
3954,"Tue May 11 10:35:00 2004",12549.7326388889
3955,"Tue May 11 10:40:00 2004",12549.7361111111
3956,"Tue May 11 10:45:00 2004",12549.7395833333
3957,"Tue May 11 10:50:00 2004",12549.7430555556
3958,"Tue May 11 10:55:00 2004",12549.7465277778
3959,"Tue May 11 11:00:00 2004",12549.75
3960,"Tue May 11 11:05:00 2004",12549.7534722222
3961,"Tue May 11 11:10:00 2004",12549.7569444444
3962,"Tue May 11 11:15:00 2004",12549.7604166667
3963,"Tue May 11 11:20:00 2004",12549.7638888889
3964,"Tue May 11 11:25:00 2004",12549.7673611111
3965,"Tue May 11 11:30:00 2004",12549.7708333333
3966,"Tue May 11 11:35:00 2004",12549.7743055556
3967,"Tue May 11 11:40:00 2004",12549.7777777778
3968,"Tue May 11 11:45:00 2004",12549.78125
3969,"Tue May 11 11:50:00 2004",12549.7847222222
3970,"Tue May 11 11:55:00 2004",12549.7881944444
3971,"Tue May 11 12:00:00 2004",12549.7916666667
3972,"Tue May 11 12:05:00 2004",12549.7951388889
3973,"Tue May 11 12:10:00 2004",12549.7986111111
3974,"Tue May 11 12:15:00 2004",12549.8020833333
3975,"Tue May 11 12:20:00 2004",12549.8055555556
3976,"Tue May 11 12:25:00 2004",12549.8090277778
3977,"Tue May 11 12:30:00 2004",12549.8125
3978,"Tue May 11 12:35:00 2004",12549.8159722222
3979,"Tue May 11 12:40:00 2004",12549.8194444444
3980,"Tue May 11 12:45:00 2004",12549.8229166667
3981,"Tue May 11 12:50:00 2004",12549.8263888889
3982,"Tue May 11 12:55:00 2004",12549.8298611111
3983,"Tue May 11 13:00:00 2004",12549.8333333333
3984,"Tue May 11 13:05:00 2004",12549.8368055556
3985,"Tue May 11 13:10:00 2004",12549.8402777778
3986,"Tue May 11 13:15:00 2004",12549.84375
3987,"Tue May 11 13:20:00 2004",12549.8472222222
3988,"Tue May 11 13:25:00 2004",12549.8506944444
3989,"Tue May 11 13:30:00 2004",12549.8541666667
3990,"Tue May 11 13:35:00 2004",12549.8576388889
3991,"Tue May 11 13:40:00 2004",12549.8611111111
3992,"Tue May 11 13:45:00 2004",12549.8645833333
3993,"Tue May 11 13:50:00 2004",12549.8680555556
3994,"Tue May 11 13:55:00 2004",12549.8715277778
3995,"Tue May 11 14:00:00 2004",12549.875
3996,"Tue May 11 14:05:00 2004",12549.8784722222
3997,"Tue May 11 14:10:00 2004",12549.8819444444
3998,"Tue May 11 14:15:00 2004",12549.8854166667
3999,"Tue May 11 14:20:00 2004",12549.8888888889
4000,"Tue May 11 14:25:00 2004",12549.8923611111
4001,"Tue May 11 14:30:00 2004",12549.8958333333
4002,"Tue May 11 14:35:00 2004",12549.8993055556
4003,"Tue May 11 14:40:00 2004",12549.9027777778
4004,"Tue May 11 14:45:00 2004",12549.90625
4005,"Tue May 11 14:50:00 2004",12549.9097222222
4006,"Tue May 11 14:55:00 2004",12549.9131944444
4007,"Tue May 11 15:00:00 2004",12549.9166666667
4008,"Tue May 11 15:05:00 2004",12549.9201388889
4009,"Tue May 11 15:10:00 2004",12549.9236111111
4010,"Tue May 11 15:15:00 2004",12549.9270833333
4011,"Tue May 11 15:20:00 2004",12549.9305555556
4012,"Tue May 11 15:25:00 2004",12549.9340277778
4013,"Tue May 11 15:30:00 2004",12549.9375
4014,"Tue May 11 15:35:00 2004",12549.9409722222
4015,"Tue May 11 15:40:00 2004",12549.9444444444
4016,"Tue May 11 15:45:00 2004",12549.9479166667
4017,"Tue May 11 15:50:00 2004",12549.9513888889
4018,"Tue May 11 15:55:00 2004",12549.9548611111
4019,"Tue May 11 16:00:00 2004",12549.9583333333
4020,"Tue May 11 16:05:00 2004",12549.9618055556
4021,"Tue May 11 16:10:00 2004",12549.9652777778
4022,"Tue May 11 16:15:00 2004",12549.96875
4023,"Tue May 11 16:20:00 2004",12549.9722222222
4024,"Tue May 11 16:25:00 2004",12549.9756944444
4025,"Tue May 11 16:30:00 2004",12549.9791666667
4026,"Tue May 11 16:35:00 2004",12549.9826388889
4027,"Tue May 11 16:40:00 2004",12549.9861111111
4028,"Tue May 11 16:45:00 2004",12549.9895833333
4029,"Tue May 11 16:50:00 2004",12549.9930555556
4030,"Tue May 11 16:55:00 2004",12549.9965277778
4031,"Tue May 11 17:00:00 2004",12550
4032,"Tue May 11 17:05:00 2004",12550.0034722222
4033,"Tue May 11 17:10:00 2004",12550.0069444444
4034,"Tue May 11 17:15:00 2004",12550.0104166667
4035,"Tue May 11 17:20:00 2004",12550.0138888889
4036,"Tue May 11 17:25:00 2004",12550.0173611111
4037,"Tue May 11 17:30:00 2004",12550.0208333333
4038,"Tue May 11 17:35:00 2004",12550.0243055556
4039,"Tue May 11 17:40:00 2004",12550.0277777778
4040,"Tue May 11 17:45:00 2004",12550.03125
4041,"Tue May 11 17:50:00 2004",12550.0347222222
4042,"Tue May 11 17:55:00 2004",12550.0381944444
4043,"Tue May 11 18:00:00 2004",12550.0416666667
4044,"Tue May 11 18:05:00 2004",12550.0451388889
4045,"Tue May 11 18:10:00 2004",12550.0486111111
