"epochNums","epochDates","epochDays"
5844,"Tue May 18 00:05:00 2004",12556.2951388889
5845,"Tue May 18 00:10:00 2004",12556.2986111111
5846,"Tue May 18 00:15:00 2004",12556.3020833333
5847,"Tue May 18 00:20:00 2004",12556.3055555556
5848,"Tue May 18 00:25:00 2004",12556.3090277778
5849,"Tue May 18 00:30:00 2004",12556.3125
5850,"Tue May 18 00:35:00 2004",12556.3159722222
5851,"Tue May 18 00:40:00 2004",12556.3194444444
5852,"Tue May 18 00:45:00 2004",12556.3229166667
5853,"Tue May 18 00:50:00 2004",12556.3263888889
5854,"Tue May 18 00:55:00 2004",12556.3298611111
5855,"Tue May 18 01:00:00 2004",12556.3333333333
5856,"Tue May 18 01:05:00 2004",12556.3368055556
5857,"Tue May 18 01:10:00 2004",12556.3402777778
5858,"Tue May 18 01:15:00 2004",12556.34375
5859,"Tue May 18 01:20:00 2004",12556.3472222222
5860,"Tue May 18 01:25:00 2004",12556.3506944444
5861,"Tue May 18 01:30:00 2004",12556.3541666667
5862,"Tue May 18 01:35:00 2004",12556.3576388889
5863,"Tue May 18 01:40:00 2004",12556.3611111111
5864,"Tue May 18 01:45:00 2004",12556.3645833333
5865,"Tue May 18 01:50:00 2004",12556.3680555556
5866,"Tue May 18 01:55:00 2004",12556.3715277778
5867,"Tue May 18 02:00:00 2004",12556.375
5868,"Tue May 18 02:05:00 2004",12556.3784722222
5869,"Tue May 18 02:10:00 2004",12556.3819444444
5870,"Tue May 18 02:15:00 2004",12556.3854166667
5871,"Tue May 18 02:20:00 2004",12556.3888888889
5872,"Tue May 18 02:25:00 2004",12556.3923611111
5873,"Tue May 18 02:30:00 2004",12556.3958333333
5874,"Tue May 18 02:35:00 2004",12556.3993055556
5875,"Tue May 18 02:40:00 2004",12556.4027777778
5876,"Tue May 18 02:45:00 2004",12556.40625
5877,"Tue May 18 02:50:00 2004",12556.4097222222
5878,"Tue May 18 02:55:00 2004",12556.4131944444
5879,"Tue May 18 03:00:00 2004",12556.4166666667
5880,"Tue May 18 03:05:00 2004",12556.4201388889
5881,"Tue May 18 03:10:00 2004",12556.4236111111
5882,"Tue May 18 03:15:00 2004",12556.4270833333
5883,"Tue May 18 03:20:00 2004",12556.4305555556
5884,"Tue May 18 03:25:00 2004",12556.4340277778
5885,"Tue May 18 03:30:00 2004",12556.4375
5886,"Tue May 18 03:35:00 2004",12556.4409722222
5887,"Tue May 18 03:40:00 2004",12556.4444444444
5888,"Tue May 18 03:45:00 2004",12556.4479166667
5889,"Tue May 18 03:50:00 2004",12556.4513888889
5890,"Tue May 18 03:55:00 2004",12556.4548611111
5891,"Tue May 18 04:00:00 2004",12556.4583333333
5892,"Tue May 18 04:05:00 2004",12556.4618055556
5893,"Tue May 18 04:10:00 2004",12556.4652777778
5894,"Tue May 18 04:15:00 2004",12556.46875
5895,"Tue May 18 04:20:00 2004",12556.4722222222
5896,"Tue May 18 04:25:00 2004",12556.4756944444
5897,"Tue May 18 04:30:00 2004",12556.4791666667
5898,"Tue May 18 04:35:00 2004",12556.4826388889
5899,"Tue May 18 04:40:00 2004",12556.4861111111
5900,"Tue May 18 04:45:00 2004",12556.4895833333
5901,"Tue May 18 04:50:00 2004",12556.4930555556
5902,"Tue May 18 04:55:00 2004",12556.4965277778
5903,"Tue May 18 05:00:00 2004",12556.5
5904,"Tue May 18 05:05:00 2004",12556.5034722222
5905,"Tue May 18 05:10:00 2004",12556.5069444444
5906,"Tue May 18 05:15:00 2004",12556.5104166667
5907,"Tue May 18 05:20:00 2004",12556.5138888889
5908,"Tue May 18 05:25:00 2004",12556.5173611111
5909,"Tue May 18 05:30:00 2004",12556.5208333333
5910,"Tue May 18 05:35:00 2004",12556.5243055556
5911,"Tue May 18 05:40:00 2004",12556.5277777778
5912,"Tue May 18 05:45:00 2004",12556.53125
5913,"Tue May 18 05:50:00 2004",12556.5347222222
5914,"Tue May 18 05:55:00 2004",12556.5381944444
5915,"Tue May 18 06:00:00 2004",12556.5416666667
5916,"Tue May 18 06:05:00 2004",12556.5451388889
5917,"Tue May 18 06:10:00 2004",12556.5486111111
5918,"Tue May 18 06:15:00 2004",12556.5520833333
5919,"Tue May 18 06:20:00 2004",12556.5555555556
5920,"Tue May 18 06:25:00 2004",12556.5590277778
5921,"Tue May 18 06:30:00 2004",12556.5625
5922,"Tue May 18 06:35:00 2004",12556.5659722222
5923,"Tue May 18 06:40:00 2004",12556.5694444444
5924,"Tue May 18 06:45:00 2004",12556.5729166667
5925,"Tue May 18 06:50:00 2004",12556.5763888889
5926,"Tue May 18 06:55:00 2004",12556.5798611111
5927,"Tue May 18 07:00:00 2004",12556.5833333333
5928,"Tue May 18 07:05:00 2004",12556.5868055556
5929,"Tue May 18 07:10:00 2004",12556.5902777778
5930,"Tue May 18 07:15:00 2004",12556.59375
5931,"Tue May 18 07:20:00 2004",12556.5972222222
5932,"Tue May 18 07:25:00 2004",12556.6006944444
5933,"Tue May 18 07:30:00 2004",12556.6041666667
5934,"Tue May 18 07:35:00 2004",12556.6076388889
5935,"Tue May 18 07:40:00 2004",12556.6111111111
5936,"Tue May 18 07:45:00 2004",12556.6145833333
5937,"Tue May 18 07:50:00 2004",12556.6180555556
5938,"Tue May 18 07:55:00 2004",12556.6215277778
5939,"Tue May 18 08:00:00 2004",12556.625
5940,"Tue May 18 08:05:00 2004",12556.6284722222
5941,"Tue May 18 08:10:00 2004",12556.6319444444
5942,"Tue May 18 08:15:00 2004",12556.6354166667
5943,"Tue May 18 08:20:00 2004",12556.6388888889
5944,"Tue May 18 08:25:00 2004",12556.6423611111
5945,"Tue May 18 08:30:00 2004",12556.6458333333
5946,"Tue May 18 08:35:00 2004",12556.6493055556
5947,"Tue May 18 08:40:00 2004",12556.6527777778
5948,"Tue May 18 08:45:00 2004",12556.65625
5949,"Tue May 18 08:50:00 2004",12556.6597222222
5950,"Tue May 18 08:55:00 2004",12556.6631944444
5951,"Tue May 18 09:00:00 2004",12556.6666666667
5952,"Tue May 18 09:05:00 2004",12556.6701388889
5953,"Tue May 18 09:10:00 2004",12556.6736111111
5954,"Tue May 18 09:15:00 2004",12556.6770833333
5955,"Tue May 18 09:20:00 2004",12556.6805555556
5956,"Tue May 18 09:25:00 2004",12556.6840277778
5957,"Tue May 18 09:30:00 2004",12556.6875
5958,"Tue May 18 09:35:00 2004",12556.6909722222
5959,"Tue May 18 09:40:00 2004",12556.6944444444
5960,"Tue May 18 09:45:00 2004",12556.6979166667
5961,"Tue May 18 09:50:00 2004",12556.7013888889
5962,"Tue May 18 09:55:00 2004",12556.7048611111
5963,"Tue May 18 10:00:00 2004",12556.7083333333
5964,"Tue May 18 10:05:00 2004",12556.7118055556
5965,"Tue May 18 10:10:00 2004",12556.7152777778
5966,"Tue May 18 10:15:00 2004",12556.71875
5967,"Tue May 18 10:20:00 2004",12556.7222222222
5968,"Tue May 18 10:25:00 2004",12556.7256944444
5969,"Tue May 18 10:30:00 2004",12556.7291666667
5970,"Tue May 18 10:35:00 2004",12556.7326388889
5971,"Tue May 18 10:40:00 2004",12556.7361111111
5972,"Tue May 18 10:45:00 2004",12556.7395833333
5973,"Tue May 18 10:50:00 2004",12556.7430555556
5974,"Tue May 18 10:55:00 2004",12556.7465277778
5975,"Tue May 18 11:00:00 2004",12556.75
5976,"Tue May 18 11:05:00 2004",12556.7534722222
5977,"Tue May 18 11:10:00 2004",12556.7569444444
5978,"Tue May 18 11:15:00 2004",12556.7604166667
5979,"Tue May 18 11:20:00 2004",12556.7638888889
5980,"Tue May 18 11:25:00 2004",12556.7673611111
5981,"Tue May 18 11:30:00 2004",12556.7708333333
5982,"Tue May 18 11:35:00 2004",12556.7743055556
5983,"Tue May 18 11:40:00 2004",12556.7777777778
5984,"Tue May 18 11:45:00 2004",12556.78125
5985,"Tue May 18 11:50:00 2004",12556.7847222222
5986,"Tue May 18 11:55:00 2004",12556.7881944444
5987,"Tue May 18 12:00:00 2004",12556.7916666667
5988,"Tue May 18 12:05:00 2004",12556.7951388889
5989,"Tue May 18 12:10:00 2004",12556.7986111111
5990,"Tue May 18 12:15:00 2004",12556.8020833333
5991,"Tue May 18 12:20:00 2004",12556.8055555556
5992,"Tue May 18 12:25:00 2004",12556.8090277778
5993,"Tue May 18 12:30:00 2004",12556.8125
5994,"Tue May 18 12:35:00 2004",12556.8159722222
5995,"Tue May 18 12:40:00 2004",12556.8194444444
5996,"Tue May 18 12:45:00 2004",12556.8229166667
5997,"Tue May 18 12:50:00 2004",12556.8263888889
5998,"Tue May 18 12:55:00 2004",12556.8298611111
5999,"Tue May 18 13:00:00 2004",12556.8333333333
6000,"Tue May 18 13:05:00 2004",12556.8368055556
6001,"Tue May 18 13:10:00 2004",12556.8402777778
6002,"Tue May 18 13:15:00 2004",12556.84375
6003,"Tue May 18 13:20:00 2004",12556.8472222222
6004,"Tue May 18 13:25:00 2004",12556.8506944444
6005,"Tue May 18 13:30:00 2004",12556.8541666667
6006,"Tue May 18 13:35:00 2004",12556.8576388889
6007,"Tue May 18 13:40:00 2004",12556.8611111111
6008,"Tue May 18 13:45:00 2004",12556.8645833333
6009,"Tue May 18 13:50:00 2004",12556.8680555556
6010,"Tue May 18 13:55:00 2004",12556.8715277778
6011,"Tue May 18 14:00:00 2004",12556.875
6012,"Tue May 18 14:05:00 2004",12556.8784722222
6013,"Tue May 18 14:10:00 2004",12556.8819444444
6014,"Tue May 18 14:15:00 2004",12556.8854166667
6015,"Tue May 18 14:20:00 2004",12556.8888888889
6016,"Tue May 18 14:25:00 2004",12556.8923611111
6017,"Tue May 18 14:30:00 2004",12556.8958333333
6018,"Tue May 18 14:35:00 2004",12556.8993055556
6019,"Tue May 18 14:40:00 2004",12556.9027777778
6020,"Tue May 18 14:45:00 2004",12556.90625
6021,"Tue May 18 14:50:00 2004",12556.9097222222
6022,"Tue May 18 14:55:00 2004",12556.9131944444
6023,"Tue May 18 15:00:00 2004",12556.9166666667
6024,"Tue May 18 15:05:00 2004",12556.9201388889
6025,"Tue May 18 15:10:00 2004",12556.9236111111
6026,"Tue May 18 15:15:00 2004",12556.9270833333
6027,"Tue May 18 15:20:00 2004",12556.9305555556
6028,"Tue May 18 15:25:00 2004",12556.9340277778
6029,"Tue May 18 15:30:00 2004",12556.9375
6030,"Tue May 18 15:35:00 2004",12556.9409722222
6031,"Tue May 18 15:40:00 2004",12556.9444444444
6032,"Tue May 18 15:45:00 2004",12556.9479166667
6033,"Tue May 18 15:50:00 2004",12556.9513888889
6034,"Tue May 18 15:55:00 2004",12556.9548611111
6035,"Tue May 18 16:00:00 2004",12556.9583333333
6036,"Tue May 18 16:05:00 2004",12556.9618055556
6037,"Tue May 18 16:10:00 2004",12556.9652777778
6038,"Tue May 18 16:15:00 2004",12556.96875
6039,"Tue May 18 16:20:00 2004",12556.9722222222
6040,"Tue May 18 16:25:00 2004",12556.9756944444
6041,"Tue May 18 16:30:00 2004",12556.9791666667
6042,"Tue May 18 16:35:00 2004",12556.9826388889
6043,"Tue May 18 16:40:00 2004",12556.9861111111
6044,"Tue May 18 16:45:00 2004",12556.9895833333
6045,"Tue May 18 16:50:00 2004",12556.9930555556
6046,"Tue May 18 16:55:00 2004",12556.9965277778
6047,"Tue May 18 17:00:00 2004",12557
6048,"Tue May 18 17:05:00 2004",12557.0034722222
6049,"Tue May 18 17:10:00 2004",12557.0069444444
6050,"Tue May 18 17:15:00 2004",12557.0104166667
6051,"Tue May 18 17:20:00 2004",12557.0138888889
6052,"Tue May 18 17:25:00 2004",12557.0173611111
6053,"Tue May 18 17:30:00 2004",12557.0208333333
6054,"Tue May 18 17:35:00 2004",12557.0243055556
6055,"Tue May 18 17:40:00 2004",12557.0277777778
6056,"Tue May 18 17:45:00 2004",12557.03125
6057,"Tue May 18 17:50:00 2004",12557.0347222222
6058,"Tue May 18 17:55:00 2004",12557.0381944444
6059,"Tue May 18 18:00:00 2004",12557.0416666667
6060,"Tue May 18 18:05:00 2004",12557.0451388889
6061,"Tue May 18 18:10:00 2004",12557.0486111111
6062,"Tue May 18 18:15:00 2004",12557.0520833333
6063,"Tue May 18 18:20:00 2004",12557.0555555556
6064,"Tue May 18 18:25:00 2004",12557.0590277778
6065,"Tue May 18 18:30:00 2004",12557.0625
6066,"Tue May 18 18:35:00 2004",12557.0659722222
6067,"Tue May 18 18:40:00 2004",12557.0694444444
6068,"Tue May 18 18:45:00 2004",12557.0729166667
6069,"Tue May 18 18:50:00 2004",12557.0763888889
6070,"Tue May 18 18:55:00 2004",12557.0798611111
6071,"Tue May 18 19:00:00 2004",12557.0833333333
6072,"Tue May 18 19:05:00 2004",12557.0868055556
6073,"Tue May 18 19:10:00 2004",12557.0902777778
6074,"Tue May 18 19:15:00 2004",12557.09375
6075,"Tue May 18 19:20:00 2004",12557.0972222222
6076,"Tue May 18 19:25:00 2004",12557.1006944444
6077,"Tue May 18 19:30:00 2004",12557.1041666667
6078,"Tue May 18 19:35:00 2004",12557.1076388889
6079,"Tue May 18 19:40:00 2004",12557.1111111111
6080,"Tue May 18 19:45:00 2004",12557.1145833333
6081,"Tue May 18 19:50:00 2004",12557.1180555556
6082,"Tue May 18 19:55:00 2004",12557.1215277778
6083,"Tue May 18 20:00:00 2004",12557.125
6084,"Tue May 18 20:05:00 2004",12557.1284722222
6085,"Tue May 18 20:10:00 2004",12557.1319444444
6086,"Tue May 18 20:15:00 2004",12557.1354166667
6087,"Tue May 18 20:20:00 2004",12557.1388888889
6088,"Tue May 18 20:25:00 2004",12557.1423611111
6089,"Tue May 18 20:30:00 2004",12557.1458333333
6090,"Tue May 18 20:35:00 2004",12557.1493055556
6091,"Tue May 18 20:40:00 2004",12557.1527777778
6092,"Tue May 18 20:45:00 2004",12557.15625
6093,"Tue May 18 20:50:00 2004",12557.1597222222
6094,"Tue May 18 20:55:00 2004",12557.1631944444
6095,"Tue May 18 21:00:00 2004",12557.1666666667
6096,"Tue May 18 21:05:00 2004",12557.1701388889
6097,"Tue May 18 21:10:00 2004",12557.1736111111
6098,"Tue May 18 21:15:00 2004",12557.1770833333
6099,"Tue May 18 21:20:00 2004",12557.1805555556
6100,"Tue May 18 21:25:00 2004",12557.1840277778
6101,"Tue May 18 21:30:00 2004",12557.1875
6102,"Tue May 18 21:35:00 2004",12557.1909722222
6103,"Tue May 18 21:40:00 2004",12557.1944444444
6104,"Tue May 18 21:45:00 2004",12557.1979166667
6105,"Tue May 18 21:50:00 2004",12557.2013888889
6106,"Tue May 18 21:55:00 2004",12557.2048611111
6107,"Tue May 18 22:00:00 2004",12557.2083333333
6108,"Tue May 18 22:05:00 2004",12557.2118055556
6109,"Tue May 18 22:10:00 2004",12557.2152777778
6110,"Tue May 18 22:15:00 2004",12557.21875
6111,"Tue May 18 22:20:00 2004",12557.2222222222
6112,"Tue May 18 22:25:00 2004",12557.2256944444
6113,"Tue May 18 22:30:00 2004",12557.2291666667
6114,"Tue May 18 22:35:00 2004",12557.2326388889
6115,"Tue May 18 22:40:00 2004",12557.2361111111
6116,"Tue May 18 22:45:00 2004",12557.2395833333
6117,"Tue May 18 22:50:00 2004",12557.2430555556
6118,"Tue May 18 22:55:00 2004",12557.2465277778
6119,"Tue May 18 23:00:00 2004",12557.25
6120,"Tue May 18 23:05:00 2004",12557.2534722222
6121,"Tue May 18 23:10:00 2004",12557.2569444444
6122,"Tue May 18 23:15:00 2004",12557.2604166667
6123,"Tue May 18 23:20:00 2004",12557.2638888889
6124,"Tue May 18 23:25:00 2004",12557.2673611111
6125,"Tue May 18 23:30:00 2004",12557.2708333333
6126,"Tue May 18 23:35:00 2004",12557.2743055556
6127,"Tue May 18 23:40:00 2004",12557.2777777778
6128,"Tue May 18 23:45:00 2004",12557.28125
6129,"Tue May 18 23:50:00 2004",12557.2847222222
6130,"Tue May 18 23:55:00 2004",12557.2881944444
6131,"Wed May 19 00:00:00 2004",12557.2916666667
6132,"Wed May 19 00:05:00 2004",12557.2951388889
6133,"Wed May 19 00:10:00 2004",12557.2986111111
6134,"Wed May 19 00:15:00 2004",12557.3020833333
6135,"Wed May 19 00:20:00 2004",12557.3055555556
6136,"Wed May 19 00:25:00 2004",12557.3090277778
6137,"Wed May 19 00:30:00 2004",12557.3125
6138,"Wed May 19 00:35:00 2004",12557.3159722222
6139,"Wed May 19 00:40:00 2004",12557.3194444444
6140,"Wed May 19 00:45:00 2004",12557.3229166667
6141,"Wed May 19 00:50:00 2004",12557.3263888889
6142,"Wed May 19 00:55:00 2004",12557.3298611111
6143,"Wed May 19 01:00:00 2004",12557.3333333333
6144,"Wed May 19 01:05:00 2004",12557.3368055556
6145,"Wed May 19 01:10:00 2004",12557.3402777778
6146,"Wed May 19 01:15:00 2004",12557.34375
6147,"Wed May 19 01:20:00 2004",12557.3472222222
6148,"Wed May 19 01:25:00 2004",12557.3506944444
6149,"Wed May 19 01:30:00 2004",12557.3541666667
6150,"Wed May 19 01:35:00 2004",12557.3576388889
6151,"Wed May 19 01:40:00 2004",12557.3611111111
6152,"Wed May 19 01:45:00 2004",12557.3645833333
6153,"Wed May 19 01:50:00 2004",12557.3680555556
6154,"Wed May 19 01:55:00 2004",12557.3715277778
6155,"Wed May 19 02:00:00 2004",12557.375
6156,"Wed May 19 02:05:00 2004",12557.3784722222
6157,"Wed May 19 02:10:00 2004",12557.3819444444
6158,"Wed May 19 02:15:00 2004",12557.3854166667
6159,"Wed May 19 02:20:00 2004",12557.3888888889
6160,"Wed May 19 02:25:00 2004",12557.3923611111
6161,"Wed May 19 02:30:00 2004",12557.3958333333
6162,"Wed May 19 02:35:00 2004",12557.3993055556
6163,"Wed May 19 02:40:00 2004",12557.4027777778
6164,"Wed May 19 02:45:00 2004",12557.40625
6165,"Wed May 19 02:50:00 2004",12557.4097222222
6166,"Wed May 19 02:55:00 2004",12557.4131944444
6167,"Wed May 19 03:00:00 2004",12557.4166666667
6168,"Wed May 19 03:05:00 2004",12557.4201388889
6169,"Wed May 19 03:10:00 2004",12557.4236111111
6170,"Wed May 19 03:15:00 2004",12557.4270833333
6171,"Wed May 19 03:20:00 2004",12557.4305555556
6172,"Wed May 19 03:25:00 2004",12557.4340277778
6173,"Wed May 19 03:30:00 2004",12557.4375
6174,"Wed May 19 03:35:00 2004",12557.4409722222
6175,"Wed May 19 03:40:00 2004",12557.4444444444
6176,"Wed May 19 03:45:00 2004",12557.4479166667
6177,"Wed May 19 03:50:00 2004",12557.4513888889
6178,"Wed May 19 03:55:00 2004",12557.4548611111
6179,"Wed May 19 04:00:00 2004",12557.4583333333
6180,"Wed May 19 04:05:00 2004",12557.4618055556
6181,"Wed May 19 04:10:00 2004",12557.4652777778
6182,"Wed May 19 04:15:00 2004",12557.46875
6183,"Wed May 19 04:20:00 2004",12557.4722222222
6184,"Wed May 19 04:25:00 2004",12557.4756944444
6185,"Wed May 19 04:30:00 2004",12557.4791666667
6186,"Wed May 19 04:35:00 2004",12557.4826388889
6187,"Wed May 19 04:40:00 2004",12557.4861111111
6188,"Wed May 19 04:45:00 2004",12557.4895833333
6189,"Wed May 19 04:50:00 2004",12557.4930555556
6190,"Wed May 19 04:55:00 2004",12557.4965277778
6191,"Wed May 19 05:00:00 2004",12557.5
6192,"Wed May 19 05:05:00 2004",12557.5034722222
6193,"Wed May 19 05:10:00 2004",12557.5069444444
6194,"Wed May 19 05:15:00 2004",12557.5104166667
6195,"Wed May 19 05:20:00 2004",12557.5138888889
6196,"Wed May 19 05:25:00 2004",12557.5173611111
6197,"Wed May 19 05:30:00 2004",12557.5208333333
6198,"Wed May 19 05:35:00 2004",12557.5243055556
6199,"Wed May 19 05:40:00 2004",12557.5277777778
6200,"Wed May 19 05:45:00 2004",12557.53125
6201,"Wed May 19 05:50:00 2004",12557.5347222222
6202,"Wed May 19 05:55:00 2004",12557.5381944444
6203,"Wed May 19 06:00:00 2004",12557.5416666667
6204,"Wed May 19 06:05:00 2004",12557.5451388889
6205,"Wed May 19 06:10:00 2004",12557.5486111111
6206,"Wed May 19 06:15:00 2004",12557.5520833333
6207,"Wed May 19 06:20:00 2004",12557.5555555556
6208,"Wed May 19 06:25:00 2004",12557.5590277778
6209,"Wed May 19 06:30:00 2004",12557.5625
6210,"Wed May 19 06:35:00 2004",12557.5659722222
6211,"Wed May 19 06:40:00 2004",12557.5694444444
6212,"Wed May 19 06:45:00 2004",12557.5729166667
6213,"Wed May 19 06:50:00 2004",12557.5763888889
6214,"Wed May 19 06:55:00 2004",12557.5798611111
6215,"Wed May 19 07:00:00 2004",12557.5833333333
6216,"Wed May 19 07:05:00 2004",12557.5868055556
6217,"Wed May 19 07:10:00 2004",12557.5902777778
6218,"Wed May 19 07:15:00 2004",12557.59375
6219,"Wed May 19 07:20:00 2004",12557.5972222222
6220,"Wed May 19 07:25:00 2004",12557.6006944444
6221,"Wed May 19 07:30:00 2004",12557.6041666667
6222,"Wed May 19 07:35:00 2004",12557.6076388889
6223,"Wed May 19 07:40:00 2004",12557.6111111111
6224,"Wed May 19 07:45:00 2004",12557.6145833333
6225,"Wed May 19 07:50:00 2004",12557.6180555556
6226,"Wed May 19 07:55:00 2004",12557.6215277778
6227,"Wed May 19 08:00:00 2004",12557.625
6228,"Wed May 19 08:05:00 2004",12557.6284722222
6229,"Wed May 19 08:10:00 2004",12557.6319444444
6230,"Wed May 19 08:15:00 2004",12557.6354166667
6231,"Wed May 19 08:20:00 2004",12557.6388888889
6232,"Wed May 19 08:25:00 2004",12557.6423611111
6233,"Wed May 19 08:30:00 2004",12557.6458333333
6234,"Wed May 19 08:35:00 2004",12557.6493055556
6235,"Wed May 19 08:40:00 2004",12557.6527777778
6236,"Wed May 19 08:45:00 2004",12557.65625
6237,"Wed May 19 08:50:00 2004",12557.6597222222
6238,"Wed May 19 08:55:00 2004",12557.6631944444
6239,"Wed May 19 09:00:00 2004",12557.6666666667
6240,"Wed May 19 09:05:00 2004",12557.6701388889
6241,"Wed May 19 09:10:00 2004",12557.6736111111
6242,"Wed May 19 09:15:00 2004",12557.6770833333
6243,"Wed May 19 09:20:00 2004",12557.6805555556
6244,"Wed May 19 09:25:00 2004",12557.6840277778
6245,"Wed May 19 09:30:00 2004",12557.6875
6246,"Wed May 19 09:35:00 2004",12557.6909722222
6247,"Wed May 19 09:40:00 2004",12557.6944444444
6248,"Wed May 19 09:45:00 2004",12557.6979166667
6249,"Wed May 19 09:50:00 2004",12557.7013888889
6250,"Wed May 19 09:55:00 2004",12557.7048611111
6251,"Wed May 19 10:00:00 2004",12557.7083333333
6252,"Wed May 19 10:05:00 2004",12557.7118055556
6253,"Wed May 19 10:10:00 2004",12557.7152777778
6254,"Wed May 19 10:15:00 2004",12557.71875
6255,"Wed May 19 10:20:00 2004",12557.7222222222
6256,"Wed May 19 10:25:00 2004",12557.7256944444
6257,"Wed May 19 10:30:00 2004",12557.7291666667
6258,"Wed May 19 10:35:00 2004",12557.7326388889
6259,"Wed May 19 10:40:00 2004",12557.7361111111
6260,"Wed May 19 10:45:00 2004",12557.7395833333
6261,"Wed May 19 10:50:00 2004",12557.7430555556
6262,"Wed May 19 10:55:00 2004",12557.7465277778
6263,"Wed May 19 11:00:00 2004",12557.75
6264,"Wed May 19 11:05:00 2004",12557.7534722222
6265,"Wed May 19 11:10:00 2004",12557.7569444444
6266,"Wed May 19 11:15:00 2004",12557.7604166667
6267,"Wed May 19 11:20:00 2004",12557.7638888889
6268,"Wed May 19 11:25:00 2004",12557.7673611111
6269,"Wed May 19 11:30:00 2004",12557.7708333333
6270,"Wed May 19 11:35:00 2004",12557.7743055556
6271,"Wed May 19 11:40:00 2004",12557.7777777778
6272,"Wed May 19 11:45:00 2004",12557.78125
6273,"Wed May 19 11:50:00 2004",12557.7847222222
6274,"Wed May 19 11:55:00 2004",12557.7881944444
6275,"Wed May 19 12:00:00 2004",12557.7916666667
6276,"Wed May 19 12:05:00 2004",12557.7951388889
6277,"Wed May 19 12:10:00 2004",12557.7986111111
6278,"Wed May 19 12:15:00 2004",12557.8020833333
6279,"Wed May 19 12:20:00 2004",12557.8055555556
6280,"Wed May 19 12:25:00 2004",12557.8090277778
6281,"Wed May 19 12:30:00 2004",12557.8125
6282,"Wed May 19 12:35:00 2004",12557.8159722222
6283,"Wed May 19 12:40:00 2004",12557.8194444444
6284,"Wed May 19 12:45:00 2004",12557.8229166667
6285,"Wed May 19 12:50:00 2004",12557.8263888889
6286,"Wed May 19 12:55:00 2004",12557.8298611111
6287,"Wed May 19 13:00:00 2004",12557.8333333333
6288,"Wed May 19 13:05:00 2004",12557.8368055556
6289,"Wed May 19 13:10:00 2004",12557.8402777778
6290,"Wed May 19 13:15:00 2004",12557.84375
6291,"Wed May 19 13:20:00 2004",12557.8472222222
6292,"Wed May 19 13:25:00 2004",12557.8506944444
6293,"Wed May 19 13:30:00 2004",12557.8541666667
6294,"Wed May 19 13:35:00 2004",12557.8576388889
6295,"Wed May 19 13:40:00 2004",12557.8611111111
6296,"Wed May 19 13:45:00 2004",12557.8645833333
6297,"Wed May 19 13:50:00 2004",12557.8680555556
6298,"Wed May 19 13:55:00 2004",12557.8715277778
6299,"Wed May 19 14:00:00 2004",12557.875
6300,"Wed May 19 14:05:00 2004",12557.8784722222
6301,"Wed May 19 14:10:00 2004",12557.8819444444
6302,"Wed May 19 14:15:00 2004",12557.8854166667
6303,"Wed May 19 14:20:00 2004",12557.8888888889
6304,"Wed May 19 14:25:00 2004",12557.8923611111
6305,"Wed May 19 14:30:00 2004",12557.8958333333
6306,"Wed May 19 14:35:00 2004",12557.8993055556
6307,"Wed May 19 14:40:00 2004",12557.9027777778
6308,"Wed May 19 14:45:00 2004",12557.90625
6309,"Wed May 19 14:50:00 2004",12557.9097222222
6310,"Wed May 19 14:55:00 2004",12557.9131944444
6311,"Wed May 19 15:00:00 2004",12557.9166666667
6312,"Wed May 19 15:05:00 2004",12557.9201388889
6313,"Wed May 19 15:10:00 2004",12557.9236111111
6314,"Wed May 19 15:15:00 2004",12557.9270833333
6315,"Wed May 19 15:20:00 2004",12557.9305555556
6316,"Wed May 19 15:25:00 2004",12557.9340277778
6317,"Wed May 19 15:30:00 2004",12557.9375
6318,"Wed May 19 15:35:00 2004",12557.9409722222
6319,"Wed May 19 15:40:00 2004",12557.9444444444
6320,"Wed May 19 15:45:00 2004",12557.9479166667
6321,"Wed May 19 15:50:00 2004",12557.9513888889
6322,"Wed May 19 15:55:00 2004",12557.9548611111
6323,"Wed May 19 16:00:00 2004",12557.9583333333
6324,"Wed May 19 16:05:00 2004",12557.9618055556
6325,"Wed May 19 16:10:00 2004",12557.9652777778
6326,"Wed May 19 16:15:00 2004",12557.96875
6327,"Wed May 19 16:20:00 2004",12557.9722222222
6328,"Wed May 19 16:25:00 2004",12557.9756944444
6329,"Wed May 19 16:30:00 2004",12557.9791666667
6330,"Wed May 19 16:35:00 2004",12557.9826388889
6331,"Wed May 19 16:40:00 2004",12557.9861111111
6332,"Wed May 19 16:45:00 2004",12557.9895833333
6333,"Wed May 19 16:50:00 2004",12557.9930555556
6334,"Wed May 19 16:55:00 2004",12557.9965277778
6335,"Wed May 19 17:00:00 2004",12558
6336,"Wed May 19 17:05:00 2004",12558.0034722222
6337,"Wed May 19 17:10:00 2004",12558.0069444444
6338,"Wed May 19 17:15:00 2004",12558.0104166667
6339,"Wed May 19 17:20:00 2004",12558.0138888889
6340,"Wed May 19 17:25:00 2004",12558.0173611111
6341,"Wed May 19 17:30:00 2004",12558.0208333333
6342,"Wed May 19 17:35:00 2004",12558.0243055556
6343,"Wed May 19 17:40:00 2004",12558.0277777778
6344,"Wed May 19 17:45:00 2004",12558.03125
6345,"Wed May 19 17:50:00 2004",12558.0347222222
6346,"Wed May 19 17:55:00 2004",12558.0381944444
6347,"Wed May 19 18:00:00 2004",12558.0416666667
